dataset_id,variant,split,sample_index,crop_name,num_predicted_masks,evaluation_view,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only_status,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,evaluation_selector,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,evaluation_contract,eval_miou,eval_ari,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_component_stats_json
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,0,training_ADE_train_00000191_t0_crop0,2,partition_invariant,0.4943303912524808,0.1404129813407528,0.5003858818686973,0.6393684339866069,0.3492923485183547,0.6501852232969747,0.3505865404404198,2,2,0.0,0.0,ok,True,"cluster_b->texture_a,cluster_a->texture_b",cluster_b,cluster_a,0.17680043947521412,0.1404129813407528,0.4943303912524808,0.1404129813407528,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,5389,14047,5389,14047,5389,14047,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.4943303912524808,0.1404129813407528,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""216"": 1, ""378"": 1, ""63"": 1, ""765"": 1, ""9"": 1}, ""largest_component_size"": 765, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 5, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""1350"": 1, ""18"": 1, ""2385"": 1}, ""largest_component_size"": 2385, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 18, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,1,training_ADE_train_00000191_t0_crop1,2,partition_invariant,0.29648915794690733,0.09054423178044127,0.482503203074952,0.5008759635599159,0.09210235233389868,0.50624599615631,0.45876040999359385,2,2,0.0,0.0,ok,True,"cluster_b->texture_a,cluster_a->texture_b",cluster_b,cluster_a,0.26401098036587134,0.09054423178044127,0.29648915794690733,0.09054423178044127,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,3352,21624,3352,21624,3352,21624,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.29648915794690733,0.09054423178044127,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""234"": 1, ""27"": 1, ""432"": 1}, ""largest_component_size"": 432, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 27, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""4491"": 1}, ""largest_component_size"": 4491, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4491, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,2,training_ADE_train_00000191_t0_crop2,2,partition_invariant,0.4027130713989674,0.033625098530192944,0.5011027095148078,0.3021756647864625,0.5032504780114723,0.5036231884057971,0.4985822306238185,2,2,0.0,0.0,ok,True,"cluster_a->texture_a,cluster_b->texture_b",cluster_a,cluster_b,0.4027130713989674,0.033625098530192944,0.24016846418854695,0.033625098530192944,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,1651,4697,1651,4697,1651,4697,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.4027130713989674,0.033625098530192944,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""18"": 1, ""405"": 1, ""945"": 1}, ""largest_component_size"": 945, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 18, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3816"": 1}, ""largest_component_size"": 3816, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3816, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,3,training_ADE_train_00000191_t0_crop3,2,partition_invariant,0.8250872690257458,0.6653801686422711,0.5009863945578231,0.8588554154070677,0.7913191226444238,0.585578231292517,0.41639455782312923,2,2,0.0,0.0,ok,True,"cluster_a->texture_a,cluster_b->texture_b",cluster_a,cluster_b,0.8250872690257458,0.6653801686422711,0.04823321476204305,0.6653801686422711,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,9224,5476,9224,5476,9224,5476,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.8250872690257458,0.6653801686422711,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2934"": 1, ""306"": 1}, ""largest_component_size"": 2934, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 306, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""1899"": 1, ""45"": 1}, ""largest_component_size"": 1899, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 45, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,4,training_ADE_train_00000191_t0_crop4,2,partition_invariant,0.7068726815444595,0.4321511265815278,0.5006872106481481,0.7224243135414222,0.6913210495474966,0.4593822337962963,0.5419921875,2,2,0.0,0.0,ok,True,"cluster_a->texture_a,cluster_b->texture_b",cluster_a,cluster_b,0.7068726815444595,0.4321511265815278,0.08838232453679087,0.4321511265815278,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,16656,10992,16656,10992,16656,10992,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.7068726815444595,0.4321511265815278,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2322"": 1, ""801"": 1}, ""largest_component_size"": 2322, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 801, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2052"": 1, ""9"": 1}, ""largest_component_size"": 2052, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,5,training_ADE_train_00000191_t1_crop0,2,partition_invariant,0.5169802937568132,0.13439671827070138,0.5771437460213145,0.4632513751739678,0.5707092123396587,0.5835782797029703,0.5707092123396587,2,1,0.0,0.0,ok,True,"cluster_a->texture_a,cluster_b->texture_b",cluster_a,cluster_b,0.5169802937568132,0.13439671827070138,0.15661741955445543,0.13439671827070138,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,6990,18866,6990,18866,6990,18866,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.5169802937568132,0.13439671827070138,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1404"": 1, ""18"": 1}, ""largest_component_size"": 1404, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 18, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""126"": 1, ""18"": 1, ""3618"": 1}, ""largest_component_size"": 3618, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 18, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,6,training_ADE_train_00000569_t0_crop0,2,partition_invariant,0.29460463518160235,0.16515398680098975,0.46169266974636103,0.4716903859936521,0.11751888436955259,0.43528283796740175,0.4881025015253203,2,2,0.0,0.0,ok,True,"cluster_b->texture_a,cluster_a->texture_b",cluster_b,cluster_a,0.26398708440328533,0.16515398680098975,0.29460463518160235,0.16515398680098975,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,2093,9380,2093,9380,2093,9380,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.29460463518160235,0.16515398680098975,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""18"": 1, ""288"": 1, ""621"": 1, ""9"": 1}, ""largest_component_size"": 621, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 4, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""4248"": 1}, ""largest_component_size"": 4248, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4248, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,7,training_ADE_train_00000569_t0_crop1,2,partition_invariant,0.9175168888022496,0.7931515480380811,0.4779956608811749,0.9164784411556485,0.9185553364488506,0.23178404539385847,0.7242072763684914,2,2,0.0,0.0,ok,True,"cluster_a->texture_a,cluster_b->texture_b",cluster_a,cluster_b,0.9175168888022496,0.7931515480380811,0.010304390734127308,0.7931515480380811,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,58143,181537,58143,181537,58143,181537,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.9175168888022496,0.7931515480380811,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1242"": 1, ""9"": 2}, ""largest_component_size"": 1242, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3924"": 1}, ""largest_component_size"": 3924, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3924, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,8,training_ADE_train_00000569_t0_crop3,2,partition_invariant,0.9331436389305311,0.8668894975018788,0.499349556167738,0.9291338582677166,0.9371534195933456,0.4628864401591674,0.5358126721763086,2,2,0.0,0.0,ok,True,"cluster_a->texture_a,cluster_b->texture_b",cluster_a,cluster_b,0.9331436389305311,0.8668894975018788,0.01698909469445774,0.8668894975018788,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,6446,6622,6446,6622,6446,6622,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.9331436389305311,0.8668894975018788,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2529"": 1, ""9"": 1}, ""largest_component_size"": 2529, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2646"": 1}, ""largest_component_size"": 2646, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2646, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
detexture_ade20k,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,9,training_ADE_train_00000569_t0_crop4,2,partition_invariant,0.8780583288802042,0.7691123543782741,0.4560510034706504,0.952208772205628,0.8039078855547802,0.4692922891202656,0.4428097178210352,2,2,0.0,0.0,ok,True,"cluster_b->texture_a,cluster_a->texture_b",cluster_b,cluster_a,0.010772824614665017,0.7691123543782741,0.8780583288802042,0.7691123543782741,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,14112,12396,14112,12396,14112,12396,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.8780583288802042,0.7691123543782741,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2736"": 1}, ""largest_component_size"": 2736, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2736, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2448"": 1}, ""largest_component_size"": 2448, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2448, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
